Generated from vgosDB: 19JUL24XW
YMDHM,Second,Source,Station1,Station2,El1,Az1,El2,Az2,A_freq,B_freq,C_freq,D_freq,A_SNR,B_SNR,C_SNR,D_SNR,tot_SNR,A_bw,B_bw,C_bw,D_bw,int_time,Q_code
19/7/24-08:42,6.0,1300+580,PIETOWN,WETTZELL,0.20448853799045819,5.840618012176312,0.5418821942139718,0.6225747215548572,,,,8635.75,0,0,0,11.321925163269043,11.321925163269043,0,0,0,128,37.989166259765625,9

19/7/24-08:44,8.0,3C371   ,MK-VLBA,PIETOWN,0.6955321020440973,6.238693891738436,0.7758417312489106,5.887058415009653,,,,8635.75,0,0,0,60.59025955200195,60.59025955200195,0,0,0,128,39.98521423339844,8

19/7/24-08:44,8.0,3C371   ,MK-VLBA,WETTZELL,0.6955321020440973,6.238693891738436,0.5071354154487419,6.242060103212421,,,,8635.75,0,0,0,97.58363342285156,97.58363342285156,0,0,0,128,38.98980712890625,9

19/7/24-08:44,8.0,3C371   ,PIETOWN,WETTZELL,0.7758417312489106,5.887058415009653,0.5071354154487419,6.242060103212421,,,,8635.75,0,0,0,87.18368530273438,87.18368530273438,0,0,0,128,38.98980712890625,9

19/7/24-08:45,39.0,1636+473,MK-VLBA,PIETOWN,0.9471315631787127,5.702624685867967,0.5874752377934963,5.3733447982585965,,,,8635.75,0,0,0,58.96907043457031,58.96907043457031,0,0,0,128,51.982818603515625,8

19/7/24-08:45,39.0,1636+473,MK-VLBA,WETTZELL,0.9471315631787127,5.702624685867967,0.13019561280067252,0.19560666054700684,,,,8635.75,0,0,0,25.63789939880371,25.63789939880371,0,0,0,128,50.9974365234375,9

19/7/24-08:45,39.0,1636+473,PIETOWN,WETTZELL,0.5874752377934963,5.3733447982585965,0.13019561280067252,0.19560666054700684,,,,8635.75,0,0,0,32.72172927856445,32.72172927856445,0,0,0,128,56.9974365234375,9

19/7/24-08:48,45.0,1342+662,MK-VLBA,PIETOWN,0.4389932461926539,5.839529419858959,0.3548225005809917,5.896395817752327,,,,8635.75,0,0,0,17.563398361206055,17.563398361206055,0,0,0,128,171.9909210205078,9

19/7/24-08:48,45.0,1342+662,MK-VLBA,WETTZELL,0.4389932461926539,5.839529419858959,0.5950468787085598,0.4439084385496028,,,,8635.75,0,0,0,26.298341751098633,26.298341751098633,0,0,0,128,170.9882049560547,9

19/7/24-08:48,45.0,1342+662,PIETOWN,WETTZELL,0.3548225005809917,5.896395817752327,0.5950468787085598,0.4439084385496028,,,,8635.75,0,0,0,13.880842208862305,13.880842208862305,0,0,0,128,172.9882049560547,9

19/7/24-08:51,42.0,0016+731,MK-VLBA,PIETOWN,0.35078062259773013,0.30533348801691834,0.8083215876614379,0.2586784976878103,,,,8635.75,0,0,0,75.38787078857422,75.38787078857422,0,0,0,128,39.98473358154297,8

19/7/24-08:51,42.0,0016+731,MK-VLBA,WETTZELL,0.35078062259773013,0.30533348801691834,0.8481299441982811,5.845217781467215,,,,8635.75,0,0,0,24.084951400756836,24.084951400756836,0,0,0,128,38.984092712402344,9

19/7/24-08:51,42.0,0016+731,PIETOWN,WETTZELL,0.8083215876614379,0.2586784976878103,0.8481299441982811,5.845217781467215,,,,8635.75,0,0,0,45.8056755065918,45.8056755065918,0,0,0,128,38.984092712402344,8

19/7/24-08:52,58.0,0059+581,MK-VLBA,PIETOWN,0.2361575982953295,0.5633574710316874,0.8683269273371369,0.6572900463933682,,,,8635.75,0,0,0,118.15782165527344,118.15782165527344,0,0,0,128,39.98393249511719,8

19/7/24-08:52,58.0,0059+581,MK-VLBA,WETTZELL,0.2361575982953295,0.5633574710316874,0.8495318042899727,5.431842362871277,,,,8635.75,0,0,0,92.10877990722656,92.10877990722656,0,0,0,128,38.984092712402344,9

19/7/24-08:52,58.0,0059+581,PIETOWN,WETTZELL,0.8683269273371369,0.6572900463933682,0.8495318042899727,5.431842362871277,,,,8635.75,0,0,0,87.29719543457031,87.29719543457031,0,0,0,128,38.984092712402344,9

19/7/24-08:54,45.0,2356+385,MK-VLBA,PIETOWN,0.3454258222014637,0.9514213813470667,1.10714097883724,1.2267942700661838,,,,8635.75,0,0,0,26.579618453979492,26.579618453979492,0,0,0,128,87.9810562133789,8

19/7/24-08:54,45.0,2356+385,MK-VLBA,WETTZELL,0.3454258222014637,0.9514213813470667,0.5135673417991534,5.180445112647605,,,,8635.75,0,0,0,41.40276336669922,41.40276336669922,0,0,0,128,197.98965454101562,9

19/7/24-08:54,45.0,2356+385,PIETOWN,WETTZELL,1.10714097883724,1.2267942700661838,0.5135673417991534,5.180445112647605,,,,8635.75,0,0,0,24.54058074951172,24.54058074951172,0,0,0,128,85.9896469116211,9

19/7/24-08:58,26.0,0133+476,MK-VLBA,PIETOWN,0.10365470653879055,0.7135349385286627,0.8122172511079397,0.9434713593657154,,,,8635.75,0,0,0,101.15196990966797,101.15196990966797,0,0,0,128,39.98473358154297,8

19/7/24-08:58,26.0,0133+476,MK-VLBA,WETTZELL,0.10365470653879055,0.7135349385286627,0.8459711108832378,5.131149085533954,,,,8635.75,0,0,0,42.866024017333984,42.866024017333984,0,0,0,128,37.984092712402344,9

19/7/24-08:58,26.0,0133+476,PIETOWN,WETTZELL,0.8122172511079397,0.9434713593657154,0.8459711108832378,5.131149085533954,,,,8635.75,0,0,0,57.19445037841797,57.19445037841797,0,0,0,128,37.984092712402344,9

19/7/24-09:00,10.0,2229+695,MK-VLBA,PIETOWN,0.520324229380711,0.3367602237846199,0.943881304157307,0.09273538616686833,,,,8635.75,0,0,0,46.45201110839844,46.45201110839844,0,0,0,128,39.982818603515625,8

19/7/24-09:00,10.0,2229+695,MK-VLBA,WETTZELL,0.520324229380711,0.3367602237846199,0.6766086703740205,5.861306392835263,,,,8635.75,0,0,0,16.583803176879883,16.583803176879883,0,0,0,128,38.98677062988281,9

19/7/24-09:00,10.0,2229+695,PIETOWN,WETTZELL,0.943881304157307,0.09273538616686833,0.6766086703740205,5.861306392835263,,,,8635.75,0,0,0,23.857343673706055,23.857343673706055,0,0,0,128,38.98677062988281,8

19/7/24-09:02,3.0,2319+317,MK-VLBA,PIETOWN,0.4865274320619225,1.1042648084643139,1.2549541905083252,1.5832088570642824,,,,8635.75,0,0,0,13.727669715881348,13.727669715881348,0,0,0,128,39.979820251464844,9

19/7/24-09:02,3.0,2319+317,MK-VLBA,WETTZELL,0.4865274320619225,1.1042648084643139,0.316932478142875,5.210119227163674,,,,8635.75,0,0,0,9.615228652954102,9.615228652954102,0,0,0,128,42.993438720703125,9

19/7/24-09:02,3.0,2319+317,PIETOWN,WETTZELL,1.2549541905083252,1.5832088570642824,0.316932478142875,5.210119227163674,,,,8635.75,0,0,0,12.267112731933594,12.267112731933594,0,0,0,128,37.993438720703125,9

19/7/24-09:05,38.0,1520+437,MK-VLBA,PIETOWN,0.7102788087572846,5.428110251302826,0.2940295223042392,5.4396589430714215,,,,8635.75,0,0,0,14.775399208068848,14.775399208068848,0,0,0,128,137.98617553710938,9

19/7/24-09:05,38.0,1520+437,MK-VLBA,WETTZELL,0.7102788087572846,5.428110251302826,0.16106138178490198,0.4966742791300177,,,,8635.75,0,0,0,7.233547687530518,7.233547687530518,0,0,0,128,136.99679565429688,9

19/7/24-09:05,38.0,1520+437,PIETOWN,WETTZELL,0.2940295223042392,5.4396589430714215,0.16106138178490198,0.4966742791300177,,,,8635.75,0,0,0,12.710773468017578,12.710773468017578,0,0,0,128,151.99679565429688,9

19/7/24-09:08,8.0,1300+580,MK-VLBA,PIETOWN,0.31372740258016985,5.687563862999702,0.1662300113572247,5.88872428540472,,,,8635.75,0,0,0,14.042926788330078,14.042926788330078,0,0,0,128,39.993438720703125,9

19/7/24-09:08,8.0,1300+580,MK-VLBA,WETTZELL,0.31372740258016985,5.687563862999702,0.5867943354864276,0.6711220427803987,,,,8635.75,0,0,0,13.184432983398438,13.184432983398438,0,0,0,128,38.988365173339844,9

19/7/24-09:08,8.0,1300+580,PIETOWN,WETTZELL,0.1662300113572247,5.88872428540472,0.5867943354864276,0.6711220427803987,,,,8635.75,0,0,0,10.895450592041016,10.895450592041016,0,0,0,128,41.988365173339844,9

19/7/24-09:10,16.0,1636+473,MK-VLBA,PIETOWN,0.8884312092949669,5.630912884565438,0.5179501358623894,5.3998009906574,,,,8635.75,0,0,0,54.30292510986328,54.30292510986328,0,0,0,128,50.99871826171875,8

19/7/24-09:10,16.0,1636+473,MK-VLBA,WETTZELL,0.8884312092949669,5.630912884565438,0.1463684602716717,0.2675598648852667,,,,8635.75,0,0,0,26.543285369873047,26.543285369873047,0,0,0,128,50.01222610473633,9

19/7/24-09:10,16.0,1636+473,PIETOWN,WETTZELL,0.5179501358623894,5.3998009906574,0.1463684602716717,0.2675598648852667,,,,8635.75,0,0,0,31.581117630004883,31.581117630004883,0,0,0,128,55.99711990356445,8

19/7/24-09:13,21.0,2214+350,MK-VLBA,PIETOWN,0.7658572096935593,1.0380150449532386,1.5329511482104106,1.028151520121041,,,,8635.75,0,0,0,27.833967208862305,27.833967208862305,0,0,0,128,39.97886657714844,8

19/7/24-09:13,21.0,2214+350,MK-VLBA,WETTZELL,0.7658572096935593,1.0380150449532386,0.18295138470205816,5.469252933492602,,,,8635.75,0,0,0,5.484004020690918,5.484004020690918,0,0,0,128,74.99615478515625,0

19/7/24-09:13,21.0,2214+350,PIETOWN,WETTZELL,1.5329511482104106,1.028151520121041,0.18295138470205816,5.469252933492602,,,,8635.75,0,0,0,5.058764934539795,5.058764934539795,0,0,0,128,38.99616241455078,0

19/7/24-09:15,49.0,0059+581,MK-VLBA,PIETOWN,0.2869198518437871,0.5760334021122542,0.9179937929251848,0.6315604183164198,,,,8635.75,0,0,0,122.45391082763672,122.45391082763672,0,0,0,128,39.98313903808594,8

19/7/24-09:15,49.0,0059+581,MK-VLBA,WETTZELL,0.2869198518437871,0.5760334021122542,0.8009445452506507,5.460056102701117,,,,8635.75,0,0,0,87.19038391113281,87.19038391113281,0,0,0,128,38.984893798828125,9

19/7/24-09:15,49.0,0059+581,PIETOWN,WETTZELL,0.9179937929251848,0.6315604183164198,0.8009445452506507,5.460056102701117,,,,8635.75,0,0,0,82.34879302978516,82.34879302978516,0,0,0,128,38.984893798828125,9

